START_DAY,END_DAY,COST,MAKE,MODEL
308,963,119399,Kia,K900
833,854,3596,Chevrolet,Impala
290,755,57508,BMW,3 Series
401,884,71235,GMC,Savana
333,664,47731,Kia,Rio
739,796,14186,Kia,Stinger
59,502,63881,Subaru,WRX
22,577,45315,Kia,Soul
281,402,30968,Kia,Rio
314,371,11693,Kia,K900
635,1016,39076,Kia,Rio
34,881,93877,GMC,Terrain
171,690,57734,Chevrolet,Impala
756,807,11538,Mercedes,E-Class Wagon
205,392,20222,Kia,Forte
339,716,71056,Lexus,RX
52,413,72855,Toyota,Tacoma
614,763,32192,Chevrolet,Traverse
548,985,46407,Lincoln,MKZ
733,818,17924,Toyota,Tacoma
64,355,34203,Ford,Flex
200,467,26238,Jeep,Wrangler
699,748,11144,Cadillac,CTS
404,561,23485,Lexus,GS
49,244,29994,Lincoln,MKZ
162,515,57263,Hyundai,Azera
349,938,110776,Ford,Fiesta
37,510,43651,Dodge,Durango
129,162,8605,Toyota,Camry
235,372,26079,Dodge,Grand Caravan
264,893,114184,Infinity,QX50
190,969,124052,Subaru,BRZ
47,108,8464,Buick,Enclave
402,681,19762,Ford,Escape
64,171,18153,Chevrolet,Volt
84,359,28331,Chevrolet,Impala
36,515,104586,Cadillac,ATS
489,682,15908,BMW,3 Series
307,962,90440,Buick,Lacrosse
39,262,35770,Chevrolet,Trax
199,334,22699,Toyota,Prius
415,764,59064,Dodge,Challenger
102,459,40089,Infinity,QX70
522,597,6720,Hyundai,Accent
68,597,87497,Buick,Regal
422,435,2920,Toyota,Tacoma
525,950,59615,Kia,Soul
816,973,10148,Lexus,RX
2,875,97169,Chevrolet,Spark
96,529,63169,GMC,Yukon
353,744,18349,Hyundai,Azera
515,670,41692,Mazda,CX-3
52,235,26331,GMC,Yukon
645,830,20363,Chevrolet,Corvette
97,906,72436,Cadillac,CTS
1,314,47730,Ford,F150
726,755,6748,Subaru,Crosstrek
124,343,19167,Hyundai,Kona
592,761,27600,BMW,2 Series
23,228,30624,Kia,Optima
75,740,82180,Toyota,Tundra
507,978,50050,Infinity,QX70
24,419,54837,Infinity,QX50
325,390,11833,Ford,Super Duty
338,481,36979,Infinity,QX30
59,548,70354,Buick,Envision
295,320,3211,Honda,CR-V
38,693,92222,GMC,Terrain
609,922,61784,Buick,Envision
439,608,19227,Dodge,Durango
443,662,12127,Kia,Sportage
305,936,94740,Ford,F350
585,730,27351,Dodge,Challenger
1009,1014,285,Cadillac,CTS
425,476,7361,Chevrolet,Camaro
167,1010,85313,Infinity,Q50
530,619,10897,Toyota,Avalon
86,981,42326,Mitsubishi,Outlander
144,839,66118,Cadillac,Escalade
526,1017,85856,Subaru,Forester
237,576,50354,Buick,Enclave
523,748,13820,Hyundai,Tucson
247,614,60247,Cadillac,Escalade
192,801,26103,Kia,Optima
27,762,36284,Ford,F150
465,792,20884,Toyota,Tacoma
46,411,70189,Dodge,Grand Caravan
153,378,40858,Toyota,Highlander
232,631,34376,Hyundai,Accent
802,827,3285,Cadillac,XTS
26,919,107272,Infinity,QX80
509,1020,54841,Jeep,Compass
274,893,96748,Hyundai,Kona
520,907,78468,Kia,Sedona
331,580,26904,Subaru,WRX
540,889,72961,Ford,Ecosport
313,774,43940,Infinity,QX50
744,875,28939,Mercedes,Maybach
427,782,24652,Chevrolet,Spark
154,961,44500,Lincoln,Navigator
269,412,22214,Kia,Rio
91,1016,123254,Mercedes,S-Class
246,477,51852,Subaru,Outback
508,591,15052,Toyota,RAV4
17,470,63857,Mercedes,C-Class
135,610,40132,Subaru,WRX
2,949,80948,Ford,Edge
32,657,62535,Hyundai,Veloster
286,391,13349,Subaru,Outback
461,898,76658,Chevrolet,Trax
329,506,31047,Subaru,WRX
171,846,105439,Buick,Regal
37,972,77745,Ford,Ecosport
536,871,68650,Toyota,RAV4
1013,1016,174,Chevrolet,Equinox
39,920,144079,BMW,Z4
53,526,92031,Subaru,Legacy
405,664,15838,Dodge,Charger
99,576,77938,Jeep,Renegade
214,695,58885,Subaru,WRX
557,798,52097,Mazda,CX-9
133,906,108279,Lincoln,MKC
356,549,24824,Chevrolet,Silverado
477,616,18658,BMW,7 Series
676,677,219,Chrysler,Pacifica
293,564,23044,Honda,Ridgeline
435,450,1966,Mercedes,GLE
672,949,60603,Subaru,BRZ
92,971,120417,Cadillac,ATS
178,791,78602,Chevrolet,Equinox
42,97,11080,Hyundai,Tucson
650,987,40825,Chevrolet,Spark
91,680,58745,Subaru,WRX
415,902,71270,Toyota,4Runner
176,565,77203,Dodge,Charger
66,793,35639,Lexus,RX
172,485,55685,GMC,Terrain
418,661,45618,Hyundai,Elantra
106,729,105337,Lincoln,MKC
757,952,14115,Jeep,Wrangler
536,699,19954,Hyundai,Tucson
275,790,81726,Toyota,Land Cruiser
216,249,4514,Kia,Sedona
416,913,81677,Kia,Forte
100,373,39987,Subaru,Forester
395,522,14176,Hyundai,Azera
682,755,10138,Hyundai,Tucson
95,458,55253,Chevrolet,Monte Carlo
574,917,42834,Mitsubishi,Mirage
220,669,86940,Toyota,Sequoia
385,798,50447,Honda,CR-V
546,679,13680,Dodge,Durango
32,519,80179,Jeep,Wrangler
844,991,23470,Lexus,IS
111,1016,94957,Lexus,IS
435,884,86589,Chevrolet,Spark
328,593,33915,BMW,5 Series
391,686,56057,Toyota,Sienna
445,850,5880
...[truncated 19032541 chars]...
rand Cherokee
516,647,23298,Subaru,Ascent
127,228,21317,GMC,Acadia
345,656,67526,GMC,Savana
523,904,76600,Chevrolet,Silverado
633,806,16948,Subaru,WRX
247,260,3682,Ford,Ranger
302,741,76223,Hyundai,Elantra
625,774,39376,Honda,Clarity
193,624,73164,Toyota,Tundra
381,884,101316,Lexus,RX
336,963,38284,Buick,Lacrosse
218,803,51820,Kia,Niro
265,444,15519,Infinity,Q70
415,632,24057,Ford,F150
466,883,23579,BMW,Z4
44,1007,132648,Hyundai,Accent
138,785,90734,Honda,Accord
559,880,51431,Chevrolet,Cruze
566,827,47825,Mitsubishi,Outlander
13,776,65588,Kia,Niro
75,284,41851,Lincoln,MKC
267,366,22612,Mazda,CX-3
187,976,98948,Subaru,Legacy
446,925,51009,Chevrolet,Monte Carlo
967,1014,10057,Infinity,QX60
82,573,97801,Honda,HR-V
356,889,94629,Chevrolet,Equinox
470,669,45276,Ford,F350
363,410,3307,Subaru,Legacy
316,651,29142,Kia,Rio
391,890,72842,Honda,CR-V
374,605,13322,Mitsubishi,Eclipse
763,1010,46918,Chevrolet,Camaro
70,941,94608,Mitsubishi,Outlander
218,849,27942,Mercedes,Cabriolet
667,1000,54656,Ford,F350
255,624,33277,Kia,Cadenza
67,304,23473,Ford,Expedition
483,900,79371,Chevrolet,Monte Carlo
44,761,67568,Ford,Focus
786,825,8723,Toyota,Sienna
95,434,58275,BMW,Z4
30,547,103966,Chevrolet,Malibu
629,718,15409,GMC,Savana
615,806,40007,Toyota,Tundra
503,876,32032,Lexus,RX
525,554,1973,Hyundai,Tucson
224,943,48058,Ford,Super Duty
29,956,111630,Ford,Expedition
802,839,4796,Ford,Edge
656,981,23242,Lexus,NX
335,848,68826,Hyundai,Veloster
107,808,72387,Chevrolet,Volt
784,835,13577,Buick,Regal
156,497,27002,BMW,5 Series
680,853,23917,Lexus,RC
191,726,26086,Buick,Regal
134,545,32195,Lexus,LS
275,796,42343,Mazda,Miata
533,778,51551,Kia,Cadenza
14,999,55728,Ford,F350
114,235,28919,Kia,Soul
89,730,24661,Chevrolet,Tahoe
943,970,4796,Chevrolet,Corvette
232,775,33120,BMW,2 Series
281,576,23736,Chrysler,Pacifica
640,1003,63914,Toyota,Land Cruiser
10,767,104505,Chevrolet,Corvette
13,488,37578,Mitsubishi,Outlander
170,969,78453,Chevrolet,Cruze
99,918,76180,Subaru,Legacy
571,608,8357,Toyota,Camry
39,238,32699,Ford,Ecosport
980,1001,3700,Honda,Pilot
411,912,102558,Chevrolet,Spark
791,964,20591,Hyundai,Kona
707,800,20952,Dodge,Journey
253,318,14917,Buick,Cascada
600,697,10258,Mazda,CX-9
399,798,67466,Mercedes,Cabriolet
173,862,35205,BMW,3 Series
2,747,61619,Chevrolet,Tahoe
426,735,62447,Subaru,Legacy
800,937,20454,Ford,Focus
6,195,39287,Toyota,Tundra
183,644,85378,Chevrolet,Spark
79,288,9947,Lexus,IS
199,672,53473,Chevrolet,Silverado
445,922,46836,Mercedes,Maybach
733,778,3521,Lexus,RC
382,657,32379,Honda,Fit
375,544,41090,GMC,Canyon
351,490,22415,Mercedes,GLA
160,739,110888,Cadillac,CT6
400,441,9603,Chevrolet,Tahoe
394,639,31276,Kia,Sportage
245,962,68500,Ford,Ranger
370,579,25899,Ford,F250
465,532,9074,Hyundai,Tucson
714,865,22099,Toyota,RAV4
795,976,17491,Toyota,Corolla
660,857,35076,Cadillac,XT5
443,582,30189,Infinity,QX80
758,895,10355,BMW,M Series
765,904,20990,Chevrolet,Corvette
19,246,45414,Kia,Soul
446,947,63200,Dodge,Journey
156,591,35289,Mitsubishi,Outlander
840,891,5769,Hyundai,Accent
821,1006,24739,Subaru,BRZ
319,738,63656,GMC,Acadia
117,596,26422,GMC,Savana
297,986,111101,Mitsubishi,Outlander
256,899,53376,Mazda,Miata
264,741,64033,Infinity,Q70
466,617,18183,Honda,Ridgeline
557,940,31761,Chevrolet,Corvette
139,460,54679,Jeep,Renegade
5,484,73761,Lincoln,MKZ
202,753,86191,Buick,Cascada
67,430,62420,Buick,Envision
914,921,1403,Jeep,Grand Cherokee
648,1013,83086,Honda,CR-V
442,547,27893,Lexus,LX
86,655,73554,Chevrolet,Equinox
814,991,16332,Honda,CR-V
385,774,44116,Chevrolet,Impala
140,783,50288,Cadillac,ATS
185,768,100507,Jeep,Wrangler
103,678,38462,BMW,7 Series
888,965,7782,Infinity,QX30
43,630,101339,Toyota,Sequoia
551,708,18991,Kia,Sorento
9,218,26462,Lincoln,Continental
447,520,7181,Chevrolet,Traverse
72,1007,100103,Ford,Super Duty
148,257,19402,Kia,Rio
351,636,29196,Kia,Forte
372,799,31432,Lexus,LX
847,918,5347,Lincoln,Continental
573,1008,69207,Buick,Enclave
705,804,17524,BMW,3 Series
846,883,3706,BMW,X Series
35,332,26917,Kia,Sedona
7,564,87591,Ford,Mustang
335,622,65644,Kia,Cadenza
616,823,33308,Hyundai,Ioniq
179,666,27840,Mercedes,Roadster
276,645,49613,Toyota,4Runner
13,318,21545,Subaru,Crosstrek
544,697,11609,Ford,Escape
473,878,79603,Buick,Regal
179,828,70048,Chevrolet,Traverse
525,874,40824,Mercedes,GLE
346,557,25172,Ford,F350
137,404,25774,Infinity,QX80
154,585,41517,Chevrolet,Silverado
33,586,88810,Ford,Super Duty
29,204,21447,BMW,Z4
338,403,12651,Honda,Ridgeline
228,615,28563,Chevrolet,Volt
47,576,68663,BMW,5 Series
509,924,63204,Mercedes,S-Class
235,446,47884,BMW,3 Series
800,853,12804,Cadillac,Escalade
640,931,58669,Chevrolet,Spark
228,559,34688,Hyundai,Elantra
273,812,53218,Ford,Mustang
527,814,34797,BMW,6 Series
46,267,35291,Lexus,RC
673,700,4343,Lexus,LC
644,971,29678,Lincoln,MKZ
131,732,105734,Hyundai,Genesis G80
266,469,25969,Honda,Fit
103,448,41025,BMW,Z4
248,381,33952,Chevrolet,Monte Carlo
693,976,50243,Hyundai,Kona
207,474,27167,Infinity,QX30
278,653,75665,Dodge,Charger
264,955,109886,Hyundai,Genesis G80
266,849,110933,Ford,Flex
245,776,64506,Cadillac,XT5
555,820,33915,Mercedes,Cabriolet
485,944,42380,Honda,Ridgeline
72,619,95014,GMC,Canyon
730,1009,33016,Ford,GT
416,601,17839,Toyota,Tundra
16,665,55417,Mercedes,GLE
330,711,84663,Toyota,Camry
147,620,42924,Mazda,Miata
669,716,3904,Mercedes,E-Class Wagon
193,324,29675,Mercedes,S-Class
147,728,121524,Mitsubishi,Lancer
54,357,32530,Chevrolet,Bolt
556,915,63359,Chrysler,Pacifica
713,846,30967,Chrysler,Pacifica
588,715,11317,Mitsubishi,Mirage
618,1019,76752,BMW,3 Series
271,850,70603,Infinity,QX60
44,813,81163,Jeep,Compass
150,873,85601,Lincoln,Navigator
723,988,14305,Chevrolet,Bolt
161,446,35820,Mercedes,C-Class
542,681,14253,Chevrolet,Volt
257,498,22540,Mercedes,GLA
670,967,28187,Chevrolet,Express
242,491,52932,Subaru,WRX
583,596,1318,Lincoln,MKZ
242,903,107886,Subaru,Outback
754,825,9527,Toyota,Sequoia
31,550,101907,Ford,Ranger
374,767,67011,Kia,Sedona
159,546,33899,Chevrolet,Volt
413,794,76910,Honda,CR-V
990,1007,3406,Lexus,RC
456,907,62952,Ford,Taurus
643,768,16432,Mercedes,Maybach
818,917,17524,Kia,Optima
401,444,10314,Chevrolet,Bolt
55,734,53559,Mercedes,E-Class Wagon
765,814,4735,Buick,Lacrosse
412,679,37848,Chevrolet,Impala
304,355,5272,Cadillac,XTS
185,730,87194,Hyundai,Ioniq
98,657,91039,Ford,Ranger
825,990,35196,Chevrolet,Colorado
266,667,42568,GMC,Yukon
489,804,36784,Toyota,4Runner
99,282,25998,Mercedes,Cabriolet
349,484,33669,Dodge,Grand Caravan
677,936,46607,Hyundai,Santa Fe
153,682,60031,Dodge,Charger
16,655,45721,Lexus,LC
282,933,56841,Mercedes,Roadster
134,635,44278,Chevrolet,Cruze
267,624,51880,Mercedes,Cabriolet
430,671,21477,BMW,M Series
625,828,22495,Kia,K900
471,708,28712,Toyota,Highlander
285,840,86180,BMW,M Series
492,521,7548,Honda,Civic
65,898,80553,Lexus,LC
823,826,639,Hyundai,Veloster
187,514,33250,Subaru,BRZ
677,784,10750,Toyota,RAV4
728,915,18692,Kia,Soul
463,974,105463,Subaru,Outback
514,773,28734,Ford,Edge
50,149,18843,Mercedes,Roadster
596,685,16176,Infinity,QX50
246,613,78321,Hyundai,Ioniq
539,938,53973,Dodge,Durango
273,424,40981,Jeep,Compass
272,993,68675,Kia,Rio
320,781,41439,Kia,Rio
101,932,49876,Hyundai,Accent
99,872,64968,Mercedes,GLE
573,886,18827,Buick,Lacrosse
95,832,93413,Subaru,Impreza
809,1004,46402,Buick,Encore
15,470,57688,Cadillac,XTS
266,689,33228,Chevrolet,Bolt
275,970,107441,Mercedes,E-Class
538,971,89461,Honda,Ridgeline
37,730,41724,Kia,Rio
548,563,1921,Dodge,Charger
764,897,14178,Mercedes,GLS
749,886,18537,Dodge,Durango
740,807,14647,Jeep,Renegade
582,765,19998,Mitsubishi,Eclipse
207,982,91047,Ford,Escape
221,904,33232,Cadillac,XT5
48,763,90749,Hyundai,Ioniq
36,671,56079,Mercedes,GLS
239,776,93502,Toyota,Camry
37,528,50394,Kia,Niro
601,902,34920,Ford,Explorer
290,397,21398,Infinity,Q70
422,673,59244,GMC,Savana
694,877,13832,Hyundai,Accent
105,814,80195,Buick,Enclave
38,985,45820,Dodge,Journey
666,1013,31127,Subaru,Outback
580,1001,53514,BMW,5 Series
132,909,103194,Ford,Focus
649,970,67943,Cadillac,Escalade
478,815,23932,Chevrolet,Colorado
206,695,94178,Infinity,QX70
29,378,41692,BMW,Z4
955,998,8925,GMC,Sierra
465,766,30042,Toyota,RAV4
609,738,10517,Toyota,Land Cruiser
346,655,40407,Mercedes,Cabriolet
91,726,124863,Toyota,4Runner
100,903,57114,Hyundai,Sonata
10,439,66132,Buick,Regal
226,319,21307,Toyota,4Runner
177,302,33568,BMW,7 Series
281,944,59633,Dodge,Grand Caravan
743,894,16365,Cadillac,CTS
221,804,103426,Ford,Taurus
112,779,111093,Mazda,CX-5
402,601,16709,Kia,Stinger
184,443,57919,Mercedes,C-Class
413,612,17248,Lexus,ES
193,840,60637,Cadillac,CT6
477,976,88694,Toyota,Tundra
201,642,67824,Honda,Civic
344,413,8668,Honda,Pilot
254,689,89763,Buick,Cascada
132,229,26429,Mercedes,E-Class
426,661,35990,Chrysler,Pacifica
395,920,65200,Infinity,Q50
287,566,25546,Ford,F150
337,634,17776,Lexus,LC
362,877,47031,Hyundai,Santa Fe
178,653,45969,Infinity,QX70
616,803,42142,Mercedes,Maybach
152,801,108174,Dodge,Ram
609,958,23163,Chevrolet,Colorado
318,959,107892,Subaru,Legacy
97,238,24552,Hyundai,Accent
346,1007,73417,Mazda,CX-5
135,864,115499,Jeep,Renegade
51,60,2106,Chevrolet,Colorado
473,954,35331,Honda,Ridgeline
200,989,82941,Jeep,Renegade
314,979,63768,Dodge,Grand Caravan
231,520,61062,Jeep,Wrangler JK
340,395,11454,BMW,M Series
450,995,79994,Hyundai,Genesis G80
670,925,62957,Subaru,Crosstrek
231,588,74282,Subaru,Ascent
301,612,42995,Cadillac,CT6
649,676,3438,BMW,3 Series
545,700,14327,Lexus,ES
617,852,32662,Mercedes,Cabriolet
120,413,45697,Chevrolet,Express
108,705,114626,GMC,Canyon
83,114,4824,Kia,Niro
55,172,13900,GMC,Terrain
56,835,92677,Infinity,Q50
718,979,30973,Kia,Sorento
730,825,24098,Kia,Cadenza
568,905,52368,Hyundai,Santa Fe
616,925,50377,Infinity,QX30
456,605,30257,Jeep,Wrangler JK
40,145,11257,Ford,Ranger
320,977,68721,Honda,Civic
175,210,3200,Hyundai,Sonata
409,644,43896,Cadillac,Escalade
526,567,8398,Chevrolet,Traverse
832,863,4458,Kia,Sedona
428,849,22075,Lincoln,MKZ
60,333,54894,Mercedes,E-Class Wagon
696,1015,53594,Mercedes,E-Class
887,988,20357,Subaru,Ascent
610,699,13962,Toyota,Camry
839,944,12851,Chevrolet,Camaro
193,654,48941,Kia,K900
168,821,52486,Mercedes,GLS
562,617,6263,Ford,Flex
90,631,81211,Toyota,4Runner
196,907,44560,Hyundai,Veloster
378,395,4687,Ford,Escape
858,991,19899,Mercedes,GLS
445,612,16719,Chevrolet,Express
82,255,33895,Honda,Odyssey
776,875,17807,Chevrolet,Traverse
189,658,39053,GMC,Acadia
666,895,33357,Mercedes,GLE
114,171,5985,BMW,M Series
213,600,72818,Chevrolet,Colorado
290,565,35235,Ford,F350
603,962,58622,Toyota,Sienna
397,730,50473,Chevrolet,Traverse
564,945,65126,Buick,Enclave
576,793,32206,Lexus,LS
131,688,86374,Chevrolet,Tahoe
349,496,15419,Infinity,QX80
456,911,92726,Toyota,Camry
390,635,41413,Mitsubishi,Outlander
272,763,68312,Ford,Ecosport
499,634,21690,Cadillac,CT6
599,906,45933,Toyota,Tundra
259,620,74937,Kia,Sorento
180,599,24330,Infinity,QX80
599,634,1893,Ford,Explorer
431,466,5952,Kia,K900
14,223,29090,Chevrolet,Tahoe
152,617,96685,Mercedes,Roadster
186,953,72922,Lexus,NX
97,540,28469,Chevrolet,Camaro
157,480,47339,Mercedes,E-Class Wagon
532,965,55316,Cadillac,Escalade
34,649,47336,BMW,4 Series
485,502,2765,Mercedes,Roadster
534,557,6527,Chevrolet,Impala
32,281,20998,Lincoln,MKC
456,829,47591,Lexus,GS
755,908,26049,Lincoln,MKZ
363,954,42466,Subaru,Legacy
42,73,4366,Hyundai,Accent
362,767,28917,Honda,Civic
357,492,12611,GMC,Sierra
260,917,70059,Chrysler,300
409,442,2046,Buick,Cascada
39,482,55549,Jeep,Wrangler
378,921,46687,Honda,CR-V
136,731,36726,Honda,Pilot
319,532,27101,Mercedes,Cabriolet
898,1021,19192,Subaru,Outback
462,927,63259,Infinity,Q70
450,951,70391,Jeep,Renegade
373,828,44948,Mitsubishi,Mirage
287,346,12435,Mazda,CX-9
611,880,29676,Ford,Transit
129,862,80953,GMC,Acadia
54,91,5705,Ford,F350
28,183,25073,Mitsubishi,Mirage
333,742,82485,Toyota,Sequoia
179,392,34353,Subaru,WRX
179,790,69881,Toyota,4Runner
298,439,21007,Ford,Ranger
432,547,16282,Dodge,Ram
657,762,11656,Ford,Fiesta
630,679,6218,Toyota,RAV4
483,582,18467,Cadillac,XTS
67,434,61151,Buick,Regal
327,422,12865,Lincoln,MKZ
618,771,9769,Lexus,RX
181,572,22145,Honda,Civic
111,284,24392,Toyota,Corolla
704,705,235,Honda,Accord
36,565,38844,Chevrolet,Traverse
227,544,43942,Cadillac,ATS
670,823,27607,Toyota,Tacoma
233,682,96405,Infinity,QX70
41,144,12326,Subaru,BRZ
386,405,3125,Ford,Mustang
272,623,52061,Mazda,Miata
252,665,20113,Ford,F150
757,828,10761,Dodge,Journey
478,661,36996,GMC,Savana
701,982,19154,Subaru,Ascent
655,970,67171,Kia,Soul
21,556,29248,Lincoln,MKZ
187,624,48470,Mazda,Miata
262,499,31646,Chrysler,300
21,1016,59856,Cadillac,ATS
927,968,9402,Kia,Sedona
1008,1015,1619,Honda,Ridgeline
140,641,23085,Infinity,QX50
381,628,25631,Chevrolet,Bolt
688,941,51224,Lincoln,MKZ
664,857,42305,Lexus,LS
348,869,32631,BMW,Z4
215,652,20969,BMW,4 Series
440,755,19725,Chevrolet,Trax
123,176,5370,Buick,Cascada
538,1007,102694,Mercedes,GLC
90,829,116196,Subaru,WRX
117,308,8833,Honda,Accord
486,639,24917,Mazda,CX-5
611,696,13525,Ford,Flex
165,172,1535,Kia,Optima
282,659,24609,Kia,Soul
615,874,15385,Dodge,Durango
458,741,25609,Cadillac,XTS
626,917,40444,Honda,Clarity
896,957,11482,BMW,6 Series
171,542,42835,Subaru,Legacy
188,443,39962,BMW,5 Series
727,838,21627,BMW,2 Series
65,512,72683,Chevrolet,Equinox
602,819,36668,Ford,GT
461,630,20002,Lexus,NX
611,982,63797,BMW,5 Series
579,840,25963,Hyundai,Genesis G80
114,799,61545,Honda,Ridgeline
499,916,36863,Kia,Sedona
684,709,6890,Mitsubishi,Lancer
361,982,125916,Hyundai,Tucson
221,852,47152,Chevrolet,Equinox
275,770,83330,Ford,Focus
79,712,96655,Cadillac,ATS
428,729,50326,GMC,Acadia
16,123,21195,GMC,Canyon
19,602,89664,Toyota,Camry
82,245,9752,Dodge,Journey
54,869,98625,Dodge,Journey
499,520,5654,Jeep,Wrangler JK
288,723,45567,Mitsubishi,Eclipse
10,925,48596,Mercedes,C-Class
222,607,70341,Ford,Mustang
281,308,1866,Kia,Optima
35,612,45589,Mitsubishi,Mirage
534,585,4228,Toyota,Land Cruiser
191,210,4631,Ford,Fiesta
23,376,32722,Mercedes,Cabriolet
48,425,61521,Ford,Transit
28,337,37783,Chevrolet,Trax
132,449,22507,Ford,F150
221,380,26545,Mercedes,Roadster
48,301,31267,Toyota,4Runner
771,998,29873,Hyundai,Accent
26,821,30157,Honda,Pilot
3,854,123352,Toyota,Tacoma
667,1010,57682,Chevrolet,Volt
103,456,53173,Subaru,Crosstrek
308,707,88991,Chevrolet,Spark
187,746,99167,Mazda,CX-3
798,839,6228,Cadillac,CT6
790,1005,18859,Hyundai,Sonata
400,581,30196,GMC,Canyon
59,496,67032,Buick,Lacrosse
344,955,49303,Chevrolet,Corvette
607,856,50745,Hyundai,Santa Fe
67,356,40957,Chevrolet,Malibu
559,668,15790,Mazda,Miata
282,289,775,Kia,Stinger
217,708,35836,Buick,Encore
138,749,90459,Ford,Ecosport
333,684,67767,Subaru,WRX
24,537,74209,Ford,Expedition
763,798,6674,Lexus,RC
224,285,15980,Chevrolet,Equinox
756,757,195,Kia,Cadenza
246,489,25701,Honda,Odyssey
721,982,19130,Toyota,RAV4
431,628,48786,Ford,Ranger
619,944,46209,Honda,HR-V
187,790,120405,Toyota,Sienna
196,541,57377,Mercedes,E-Class
526,1013,86118,Chevrolet,Silverado
270,353,16485,Infinity,Q50
498,597,8386,Mazda,CX-5
67,210,32589,Cadillac,Escalade
514,987,73843,Chevrolet,Bolt
428,927,58878,Kia,Stinger
630,657,4850,Ford,Mustang
391,748,72219,Subaru,WRX
718,769,4775,Toyota,Prius
186,685,103035,Cadillac,XTS
292,541,47245,Mazda,CX-5
131,958,96145,Infinity,Q70
34,665,56320,Lincoln,Continental
156,943,114360,Lexus,RC
249,964,112157,Mazda,CX-3
10,613,102110,Subaru,Crosstrek
211,622,59134,Mitsubishi,Mirage
64,167,17999,Mitsubishi,Outlander
276,773,83183,Toyota,Land Cruiser
536,983,82468,Chevrolet,Colorado
594,943,25479,BMW,2 Series
143,920,79565,Chevrolet,Impala
980,985,669,GMC,Sierra
257,306,6314,Kia,Sportage
508,645,27741,Ford,Taurus
208,681,62931,Toyota,Tacoma
494,1017,49459,Hyundai,Veloster
189,884,96422,Chevrolet,Camaro
340,847,68668,Toyota,Sienna
757,894,31320,Mazda,CX-9
306,623,55731,Kia,Optima
702,749,7715,Jeep,Compass
495,746,57483,Chevrolet,Bolt
479,712,32420,Kia,Sorento
142,679,116482,Ford,F150
112,205,12696,Honda,CR-V
464,541,7856,Infinity,QX70
520,563,8125,Mazda,CX-5
196,197,280,Buick,Enclave
254,767,108814,Cadillac,XT5
426,979,37139,Lincoln,Continental
191,768,101538,Hyundai,Azera
604,865,46004,Ford,Focus
360,491,30533,Ford,Explorer
284,779,82579,Jeep,Renegade
603,1010,75007,Ford,F250
668,771,23869,Cadillac,Escalade
595,760,40203,Infinity,QX60
12,577,36822,Honda,HR-V
654,913,25566,Kia,Optima
219,614,84168,Lexus,GX
346,911,116193,Infinity,QX70
160,321,30411,Mercedes,C-Class
59,74,3395,BMW,Z4
584,625,4420,Infinity,QX80
150,639,88966,Hyundai,Veloster
416,849,57365,GMC,Savana
255,656,62885,Chevrolet,Cruze
188,747,80878,Lexus,LC
290,829,39715,Lexus,LC
237,882,75117,BMW,3 Series
641,818,46571,GMC,Sierra
420,829,64155,Mitsubishi,Lancer
401,744,66535,Honda,Fit
357,776,48659,Subaru,Outback
117,790,72295,Ford,F250
322,469,17739,Honda,Pilot
313,358,6866,Ford,Mustang
503,920,60109,Honda,Accord
919,932,3010,Infinity,QX60
369,538,24809,Infinity,QX80
545,838,60511,Subaru,Legacy
89,518,27131,Mercedes,E-Class Wagon
19,940,50176,Kia,Soul
45,596,111967,Dodge,Challenger
385,1014,57964,Lexus,NX
403,668,33223,Cadillac,CTS
142,887,111863,Infinity,QX30
173,502,20988,BMW,X Series
570,869,44942,Infinity,QX30
275,906,108274,Hyundai,Genesis G80
126,753,48725,Hyundai,Azera
713,816,21423,Chevrolet,Volt
440,965,76522,Cadillac,CTS
94,469,71377,Toyota,RAV4
259,292,6754,Mercedes,C-Class
158,915,82077,Lincoln,MKC
53,886,45466,Toyota,Avalon
603,1002,41765,Kia,Soul
2,745,87588,Chevrolet,Traverse
268,893,34742,Honda,CR-V
757,930,29777,Lexus,LC
91,704,25772,GMC,Terrain
303,332,4804,Kia,Sportage
191,758,67654,Lincoln,MKC
20,135,17150,Hyundai,Santa Fe
918,1009,13566,Toyota,Land Cruiser
20,169,19895,Toyota,Highlander
54,423,52638,BMW,7 Series
53,794,55802,GMC,Sierra
29,212,22831,Infinity,QX60
164,465,53407,Chevrolet,Trax
262,905,93518,Dodge,Ram
225,842,39663,Hyundai,Ioniq
727,792,11770,Honda,HR-V
19,422,77688,Mercedes,Roadster
127,814,86744,Ford,Expedition
506,827,73357,Lexus,GX
133,568,32205,Chevrolet,Silverado
403,746,52828,Lexus,NX
86,175,6981,Ford,Escape
615,986,70480,Ford,Ranger
211,570,55366,Mercedes,C-Class
291,504,21185,Jeep,Grand Cherokee
683,974,58419,Jeep,Wrangler
292,615,63118,BMW,2 Series
405,684,36631,BMW,3 Series
734,997,27508,GMC,Sierra
130,481,81146,Subaru,WRX
728,799,8979,Ford,Mustang
881,928,7164,Hyundai,Tucson
738,991,58985,Kia,K900
379,718,69025,Toyota,Prius
539,628,20347,Hyundai,Veloster
186,611,60625,Ford,Ecosport
703,830,32521,Ford,Fiesta
126,893,99309,Mazda,CX-3
228,925,62072,Ford,Flex
363,606,27200,Lexus,IS
154,963,97886,Subaru,WRX
177,686,82620,Dodge,Journey
781,790,1658,Buick,Regal
